accident_date,accident_time,step,ad_state,acman_rec,acfem_rec,deadman_rec,deadfem_rec,cause_type
11/9/2021,3:51:51 PM,ทางหลวงพิเศษหมายเลข 37,ปกติ,2,1,0,0,เปลี่ยนช่องทางกระทันหัน
11/8/2021,1:18:18 PM,ศรีรัช,ปกติ,0,0,0,0,ขับรถกระชั้นชิด
11/8/2021,3:06:06 PM,ศรีรัช,ปกติ,0,0,0,0,ขับรถกระชั้นชิด
11/8/2021,11:39:39 PM,ศรีรัช,ปกติ,1,0,0,0,หลับใน
11/8/2021,5:31:31 AM,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
11/7/2021,10:30:30 AM,ทางหลวงพิเศษหมายเลข 37,ปกติ,0,1,0,0,ยางแตก
11/5/2021,9:42:42 PM,เฉลิมมหานคร,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
11/5/2021,9:27:27 PM,ทางหลวงพิเศษหมายเลข 37,ปกติ,0,0,0,0,หลับใน
11/4/2021,7:38:38 PM,ศรีรัช,ปกติ,0,0,0,0,ขับรถกระชั้นชิด
11/4/2021,10:38:38 PM,ศรีรัช,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
11/4/2021,6:30:30 AM,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,ขับรถกะชันชิด
11/3/2021,7:20:20 AM,ศรีรัช,ปกติ,1,1,0,0,เบรคขัดข้อง
11/3/2021,3:35:35 PM,บางพลี-สุขสวัสดิ์,ปกติ,1,0,0,0,หลับใน
11/3/2021,5:09:09 PM,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
11/2/2021,11:20:20 AM,ศรีรัช,ปกติ,0,0,0,0,เบรกกะทันหัน
11/2/2021,1:16:16 PM,ศรีรัช,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
11/2/2021,11:40:40 PM,เฉลิมมหานคร,ปกติ,0,0,0,0,ขับรถกระชั้นชิด
11/2/2021,9:24:24 AM,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,ขับรถกระชั้นชิด
11/1/2021,8:39:39 PM,ฉลองรัช,ปกติ,2,0,0,0,ขับรถเร็วเกินไป
11/1/2021,8:40:40 PM,ฉลองรัช,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
11/1/2021,12:10:10 AM,เฉลิมมหานคร,ปกติ,1,0,0,0,หลับใน
10/31/2021,11:39:39 PM,ศรีรัช,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
10/31/2021,7:46:46 AM,ฉลองรัช,ปกติ,0,0,0,0,ยางแตก
10/30/2021,1:20:20 AM,บูรพาวิถี,ปกติ,1,0,0,0,ขับรถกระชั้นชิด
10/30/2021,10:21:21 PM,บูรพาวิถี,ปกติ,0,1,0,0,เปลี่ยนช่องทางกระทันหัน
10/30/2021,6:30:30 PM,เฉลิมมหานคร,ปกติ,0,0,0,0,ฝนตกถนนเปียกลื่น
10/30/2021,8:39:39 AM,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,เบรคกะทันหัน
10/29/2021,2:51:51 PM,ศรีรัช,ปกติ,0,0,0,0,เบรคกะทันหัน
10/29/2021,6:08:08 PM,บูรพาวิถี,ปกติ,0,2,0,0,ขับกระชั้นชิด
10/29/2021,2:15:15 PM,เฉลิมมหานคร,ปกติ,0,0,0,0,ขับรถกระชั้นชิด
10/29/2021,2:58:58 PM,บางพลี-สุขสวัสดิ์,ปกติ,1,0,0,0,นั่งบุคคลตัดหน้ารถบรรทุก10ล้อ
10/28/2021,12:28:28 AM,ศรีรัช,ปกติ,0,1,0,0,เปลี่ยนช่องทางกระทันหัน
10/28/2021,1:40:40 PM,ฉลองรัช,ปกติ,1,0,0,0,เปลี่ยนช่องทางกระทันหัน
10/28/2021,10:46:46 AM,อุดรรัถยา,ปกติ,0,0,0,0,ยางแตก
10/28/2021,12:54:54 PM,เฉลิมมหานคร,ปกติ,0,0,0,0,หลับใน
10/28/2021,11:01:01 PM,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
10/27/2021,1:37:37 PM,บูรพาวิถี,ปกติ,0,0,0,0,ยางแตก
10/27/2021,3:52:52 PM,เฉลิมมหานคร,ปกติ,0,0,0,0,ขับรถในระยะกระชั้นชิด
10/27/2021,7:21:21 AM,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,ยางแตก
10/26/2021,6:42:42 PM,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
10/26/2021,6:53:53 PM,บูรพาวิถี,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
10/26/2021,1:00:00 PM,เฉลิมมหานคร,ปกติ,0,0,0,0,ขับรถในระยะกระชั้นชิด
10/26/2021,6:48:48 PM,ศรีรัช-วงแหวนรอบนอก,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
10/25/2021,7:13:13 AM,บูรพาวิถี,ปกติ,0,0,0,0,ล้อหลุด
10/25/2021,11:29:29 AM,บางพลี-สุขสวัสดิ์,ปกติ,1,0,0,0,ยางแตก
10/24/2021,12:50:50 AM,เฉลิมมหานคร,ปกติ,1,0,0,0,หลับใน
10/24/2021,12:23:23 PM,บางพลี-สุขสวัสดิ์,ปกติ,1,0,0,0,หลับใน
10/24/2021,1:29:29 PM,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,ยางแตก
10/24/2021,4:42:42 PM,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,เบรคขัดข้อง
10/24/2021,7:29:29 PM,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,ยางแตก
10/23/2021,8:03:03 AM,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,ไม่ดึงเบรคมือ
10/23/2021,7:18:18 PM,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
10/22/2021,10:08:08 AM,ศรีรัช,ปกติ,2,2,0,0,ขับรถกระชั้นชิด
10/21/2021,4:57:57 AM,ศรีรัช,ปกติ,1,0,0,0,เปลี่ยนช่องทางกระทันหัน
10/21/2021,5:55:55 AM,ฉลองรัช,ปกติ,0,0,0,0,บรรทุกหนัก
10/21/2021,7:46:46 AM,ทางหลวงพิเศษหมายเลข 37,ปกติ,0,0,0,0,ล้อหลุด
10/20/2021,7:16:16 AM,ฉลองรัช,ปกติ,0,0,0,0,สภาพแวดล้อม
10/20/2021,9:10:10 PM,ฉลองรัช,ปกติ,0,0,0,0,สภาพแวดล้อม
10/20/2021,9:03:03 AM,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,เบรคกระชั้นชิด
10/20/2021,6:55:55 PM,ทางหลวงพิเศษหมายเลข 37,ปกติ,0,0,0,0,เสียหลัก
10/19/2021,2:15:15 PM,ศรีรัช,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
10/19/2021,8:57:57 PM,ศรีรัช,ปกติ,0,1,0,0,เปลี่ยนช่องทางกระทันหัน
10/18/2021,4:53:53 PM,ศรีรัช,ปกติ,0,0,0,0,ขับรถกระชันชิด
10/18/2021,9:29:29 AM,ฉลองรัช,ปกติ,0,0,0,0,สภาพแวดล้อม
10/18/2021,10:38:38 PM,เฉลิมมหานคร,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
10/17/2021,1:05:05 AM,ศรีรัช,ฝนตก,0,1,0,0,ขับรถเร็วเกินไป
10/17/2021,10:20:20 PM,ศรีรัช,ฝนตก,0,2,0,0,เปลี่ยนช่องทางกระทันหัน
10/17/2021,8:51:51 AM,ฉลองรัช,ฝนตก,0,0,0,0,เสียหลัก
10/17/2021,1:26:26 PM,เฉลิมมหานคร,ปกติ,1,0,0,0,เปลี่ยนช่องทางกระทันหัน
10/17/2021,4:26:26 PM,ศรีรัช-วงแหวนรอบนอก,ฝนตก,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
10/16/2021,11:19:19 PM,เฉลิมมหานคร,ปกติ,1,0,0,0,สภาพแวดล้อม
10/16/2021,11:50:50 PM,เฉลิมมหานคร,ฝนตก,0,0,0,0,สภาพแวดล้อม
10/15/2021,4:58:58 AM,อุดรรัถยา,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
10/15/2021,5:03:03 PM,บางพลี-สุขสวัสดิ์,ฝนตก,0,0,0,0,เบรกกะทันหัน
10/14/2021,2:41:41 PM,ศรีรัช,ปกติ,0,0,0,0,เปลี่ยนช่องทางเบรกกะทันหัน
10/14/2021,5:40:40 PM,ฉลองรัช,ปกติ,0,0,0,0,เบรคกระทันหัน
10/14/2021,9:00:00 PM,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
10/14/2021,12:28:28 AM,เฉลิมมหานคร,ปกติ,0,1,0,0,หลับใน
10/12/2021,11:01:01 AM,ศรีรัช,ปกติ,0,0,0,0,เบครกระทันหัน
10/12/2021,11:08:08 PM,ศรีรัช,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
10/12/2021,12:56:56 AM,ฉลองรัช,ปกติ,1,0,0,0,หลับใน
10/12/2021,10:15:15 PM,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
10/12/2021,9:09:09 AM,เฉลิมมหานคร,ปกติ,0,0,0,0,เบรคกะทันหัน
10/12/2021,4:20:20 PM,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,เบรคกระทันหัน
10/12/2021,3:34:34 PM,ทางหลวงพิเศษหมายเลข 37,ปกติ,0,0,0,0,หลับใน
10/12/2021,8:20:20 PM,ทางหลวงพิเศษหมายเลข 37,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
10/11/2021,11:18:18 AM,ฉลองรัช,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
10/11/2021,10:34:34 AM,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,ขับรถกระชั้นชิด
10/10/2021,3:26:26 PM,ฉลองรัช,ปกติ,0,0,0,0,ยางแตก
10/10/2021,8:01:01 PM,เฉลิมมหานคร,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
10/9/2021,10:48:48 AM,ศรีรัช,ปกติ,2,0,0,0,เปลี่ยนช่องทางกระทันหัน
10/9/2021,1:39:39 PM,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,สลักตัวยึดหลุด
10/8/2021,5:09:09 PM,เฉลิมมหานคร,ปกติ,0,0,0,0,ขับรถกระชั้นชิด
10/7/2021,10:19:19 AM,เฉลิมมหานคร,ปกติ,0,0,0,0,ขับรถกระชั้นชิด
10/5/2021,8:25:25 AM,บูรพาวิถี,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
10/5/2021,10:37:37 AM,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
10/5/2021,8:18:18 AM,ทางหลวงพิเศษหมายเลข 37,ปกติ,1,0,0,0,เปลี่ยนช่องทางกระทันหัน
10/4/2021,4:19:19 PM,บูรพาวิถี,ปกติ,2,0,0,0,ยางแตก
10/3/2021,10:43:43 AM,บางพลี-สุขสวัสดิ์,ปกติ,1,0,0,0,ไม่ชะลอความเร็ว
10/3/2021,9:56:56 PM,ศรีรัช-วงแหวนรอบนอก,ฝนตก,0,0,0,0,ขับรถเร็วเกินไป
10/1/2021,11:25:25 AM,ศรีรัช,ปกติ,0,0,0,0,เบรคขัดข้อง
10/1/2021,2:40:40 PM,ศรีรัช-วงแหวนรอบนอก,ฝนตก,0,0,0,0,สภาพแวดล้อม
